,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,
"gene_id ""PDENDC454_16288""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_16288""; ",1425.876546,2.623060473,0.492484427,5.326179524,1.00E-07,1.86E-05,44up
"gene_id ""PDENDC454_16293""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_16293""; ",1541.008492,2.635307983,0.486328766,5.41877875,6.00E-08,1.21E-05,44up
"gene_id ""PDENDC454_16298""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_16298""; ",2691.692972,2.184154264,0.469611236,4.650983831,3.30E-06,0.00026939,44up
"gene_id ""PDENDC454_15172""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15172""; ",3187.923414,2.263054801,0.287639939,7.867665413,3.61E-15,1.94E-11,44up
"gene_id ""PDENDC454_15202""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15202""; ",122.9585552,1.603668877,0.445397567,3.600533535,0.000317565,0.009936826,44up
"gene_id ""PDENDC454_13947""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13947""; ",160.8255163,1.443831319,0.41132136,3.510226944,0.000447724,0.013237016,44up
"gene_id ""PDENDC454_13405""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13405""; ",1204.21881,2.517862413,0.351375014,7.1657412,7.74E-13,1.39E-09,44up
"gene_id ""PDENDC454_13410""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13410""; ",669.6352516,2.332209705,0.410596512,5.680052406,1.35E-08,3.29E-06,44up
"gene_id ""PDENDC454_13415""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13415""; ",479.6550989,2.380997944,0.493889435,4.820912888,1.43E-06,0.000139837,44up
"gene_id ""PDENDC454_13420""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13420""; ",336.5597568,1.870760204,0.395594109,4.728989033,2.26E-06,0.000200471,44up
"gene_id ""PDENDC454_13425""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13425""; ",88.67136128,1.915987788,0.602963501,3.177618187,0.001484902,0.031340158,44up
"gene_id ""PDENDC454_13430""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13430""; ",768.0965523,1.401719658,0.357856124,3.916992231,8.97E-05,0.003727396,44up
"gene_id ""PDENDC454_13310""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13310""; ",175.0005313,1.418278497,0.410710633,3.45323053,0.000553915,0.015526941,44up
"gene_id ""PDENDC454_13325""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13325""; ",296.8737307,1.479436547,0.37087533,3.989040052,6.63E-05,0.003078004,44up
"gene_id ""PDENDC454_12915""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12915""; ",362.4750211,2.28618989,0.44041611,5.190976982,2.09E-07,2.96E-05,44up
"gene_id ""PDENDC454_12920""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12920""; ",314.5794112,2.194198364,0.366013797,5.994851503,2.04E-09,6.09E-07,44up
"gene_id ""PDENDC454_12925""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12925""; ",548.1767507,2.047381234,0.407269776,5.027088561,4.98E-07,5.96E-05,44up
"gene_id ""PDENDC454_12460""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12460""; ",413.7370342,1.462400801,0.33312794,4.389907375,1.13E-05,0.000709666,44up
"gene_id ""PDENDC454_12075""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12075""; ",20.7835543,3.002205757,0.842801299,3.562175048,0.000367795,0.011311273,44up
"gene_id ""PDENDC454_11740""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_11740""; ",313.591371,1.763368623,0.389902387,4.522589968,6.11E-06,0.000438364,44up
"gene_id ""PDENDC454_11745""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_11745""; ",386.5974044,1.769037272,0.338140042,5.231670469,1.68E-07,2.58E-05,44up
"gene_id ""PDENDC454_11750""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_11750""; ",390.7860963,1.668452298,0.270562403,6.166608061,6.98E-10,3.13E-07,44up
"gene_id ""PDENDC454_11755""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_11755""; ",115.1915444,1.373256741,0.400154062,3.431820073,0.000599545,0.016631506,44up
"gene_id ""PDENDC454_11225""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_11225""; ",220.0121012,1.800443321,0.563597337,3.194556119,0.001400461,0.030639344,44up
"gene_id ""PDENDC454_11230""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_11230""; ",74.08921937,2.334737204,0.769857288,3.032688317,0.002423858,0.044371443,44up
"gene_id ""PDENDC454_11240""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_11240""; ",27.95704701,5.400533509,1.255086649,4.302916865,1.69E-05,0.000996936,44up
"gene_id ""PDENDC454_11255""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_11255""; ",193.782048,2.347210743,0.572309959,4.101292849,4.11E-05,0.002066528,44up
"gene_id ""PDENDC454_11605""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_11605""; ",76.24035364,2.217574223,0.729178456,3.041195476,0.002356408,0.043731681,44up
"gene_id ""PDENDC454_11615""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_11615""; ",52.66192667,2.942935205,0.916537605,3.210926851,0.001323076,0.029794124,44up
"gene_id ""PDENDC454_10810""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_10810""; ",180.8852999,1.638558555,0.502712619,3.259433906,0.001116348,0.026467772,44up
"gene_id ""PDENDC454_08695""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_08695""; ",575.4321011,1.21150502,0.333550037,3.632153763,0.000281066,0.009112619,44up
"gene_id ""PDENDC454_08700""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_08700""; ",551.8870299,1.359976537,0.446278278,3.047373363,0.002308508,0.043140238,44up
"gene_id ""PDENDC454_08305""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_08305""; ",396.2237854,2.345126649,0.562819005,4.166750995,3.09E-05,0.001646421,44up
"gene_id ""PDENDC454_08310""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_08310""; ",840.5663739,2.40655028,0.544891235,4.416569995,1.00E-05,0.000642505,44up
"gene_id ""PDENDC454_08315""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_08315""; ",131.4701991,1.859922555,0.58559773,3.176109573,0.001492646,0.031380542,44up
"gene_id ""PDENDC454_08320""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_08320""; ",141.5513429,3.59870696,0.683493349,5.265167488,1.40E-07,2.22E-05,44up
"gene_id ""PDENDC454_07250""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07250""; ",2842.434692,2.064290514,0.337301363,6.120018298,9.36E-10,3.60E-07,44up
"gene_id ""PDENDC454_05386""; transcript_id """"; gbkey ""Gene""; gene ""glyQ""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_05386""; ",292.1587629,1.322114478,0.417916417,3.163585885,0.001558384,0.03228341,44up
"gene_id ""PDENDC454_04871""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_04871""; ",1015.369475,1.198392846,0.328039781,3.653193652,0.000258999,0.008657958,44up
"gene_id ""PDENDC454_03969""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03969""; ",3869.247212,1.375367237,0.408333598,3.368244109,0.000756486,0.019892893,44up
"gene_id ""PDENDC454_03974""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03974""; ",1776.355251,1.402476047,0.450220353,3.11508806,0.0018389,0.036120292,44up
"gene_id ""PDENDC454_03994""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03994""; ",43.73345986,2.243294932,0.746144657,3.006514768,0.002642612,0.046631274,44up
"gene_id ""PDENDC454_03999""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03999""; ",26879.44573,1.681854328,0.485904422,3.461286315,0.000537601,0.015228248,44up
"gene_id ""PDENDC454_04004""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_04004""; ",7946.911413,1.576110364,0.460981557,3.419031279,0.000628445,0.017021289,44up
"gene_id ""PDENDC454_04009""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_04009""; ",11601.09523,1.647776755,0.469609043,3.508826713,0.000450088,0.013237016,44up
"gene_id ""PDENDC454_04014""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_04014""; ",24288.43204,1.775583292,0.478161645,3.713353655,0.000204531,0.007199566,44up
"gene_id ""PDENDC454_04019""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_04019""; ",21101.82275,1.773298131,0.460508917,3.850735711,0.000117764,0.004559736,44up
"gene_id ""PDENDC454_02880""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_02880""; ",456.0434763,1.335537396,0.401656458,3.325073872,0.000883951,0.02202336,44up
"gene_id ""PDENDC454_02935""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_02935""; ",251.7649818,1.445607807,0.462743176,3.123995951,0.001784129,0.035695847,44up
"gene_id ""PDENDC454_02940""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_02940""; ",1628.943117,1.502355553,0.4235635,3.546942907,0.000389729,0.01178383,44up
"gene_id ""PDENDC454_02945""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_02945""; ",897.3962674,1.386074152,0.44582129,3.109035355,0.001876993,0.036734451,44up
"gene_id ""PDENDC454_02950""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_02950""; ",859.2543835,1.907502511,0.463994088,4.111049171,3.94E-05,0.002018841,44up
"gene_id ""PDENDC454_02955""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_02955""; ",870.1463141,1.870165268,0.452437461,4.133533208,3.57E-05,0.001848658,44up
"gene_id ""PDENDC454_02960""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_02960""; ",4767.174347,1.621655624,0.307901976,5.266791875,1.39E-07,2.22E-05,44up
"gene_id ""PDENDC454_03040""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03040""; ",2293.049555,1.435865514,0.32489849,4.419428096,9.90E-06,0.000641706,44up
"gene_id ""PDENDC454_02475""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_02475""; ",206.1855359,1.670856055,0.420353353,3.974884565,7.04E-05,0.003190331,44up
"gene_id ""PDENDC454_01685""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_01685""; ",1325.963431,2.120312459,0.539035212,3.933532379,8.37E-05,0.003577611,44up
"gene_id ""PDENDC454_00080""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_00080""; ",227.7835318,1.255139778,0.396824357,3.162960526,0.001561735,0.03228341,44up
"gene_id ""PDENDC454_00085""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_00085""; ",17.17786163,2.917335747,0.914445386,3.19027882,0.001421356,0.030721838,44up
"gene_id ""PDENDC454_00825""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_00825""; ",438.5419956,1.558593496,0.382866737,4.07085115,4.68E-05,0.002291835,44up
"gene_id ""PDENDC454_00830""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_00830""; ",860.668232,1.714547465,0.334455052,5.126391291,2.95E-07,3.88E-05,44up
"gene_id ""PDENDC454_28240""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_28240""; ",594.5642603,-1.268301754,0.3954499,-3.207237509,0.001340163,0.029804782,44down
"gene_id ""PDENDC454_28245""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_28245""; ",620.2679677,-1.479572377,0.407705079,-3.629026114,0.000284492,0.009168494,44down
"gene_id ""PDENDC454_28290""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_28290""; ",1063.764845,-1.914365437,0.296576266,-6.454884152,1.08E-10,7.86E-08,44down
"gene_id ""PDENDC454_28295""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_28295""; partial ""true""; ",358.5167116,-1.554761258,0.393360216,-3.952512723,7.73E-05,0.003439801,44down
"gene_id ""PDENDC454_27388""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27388""; partial ""true""; ",122.6488594,-3.024413763,0.656384007,-4.607689604,4.07E-06,0.000322261,44down
"gene_id ""PDENDC454_27233""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27233""; ",63.47431116,-1.559503851,0.467438887,-3.33627324,0.000849097,0.021658001,44down
"gene_id ""PDENDC454_26993""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_26993""; ",347.6050542,-1.327743894,0.357209127,-3.7169932,0.000201608,0.007185785,44down
"gene_id ""PDENDC454_26768""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_26768""; ",324.9340487,-1.49609931,0.309411349,-4.835308452,1.33E-06,0.000134996,44down
"gene_id ""PDENDC454_26778""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_26778""; ",377.3100328,-2.318910163,0.399765879,-5.800670559,6.61E-09,1.78E-06,44down
"gene_id ""PDENDC454_26783""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_26783""; ",396.551282,-2.21421373,0.480124229,-4.611751698,3.99E-06,0.000320743,44down
"gene_id ""PDENDC454_26788""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_26788""; ",637.5105575,-1.64358195,0.420885706,-3.905055284,9.42E-05,0.003840948,44down
"gene_id ""PDENDC454_26843""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_26843""; ",260.9946197,-1.180032774,0.321409589,-3.671429899,0.000241197,0.008215972,44down
"gene_id ""PDENDC454_26858""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_26858""; ",372.6950854,-1.182133728,0.32657002,-3.619847674,0.000294776,0.009387498,44down
"gene_id ""PDENDC454_26638""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_26638""; ",156.0992876,-1.163972406,0.360488332,-3.228876783,0.001242774,0.028583808,44down
"gene_id ""PDENDC454_26648""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_26648""; ",265.0223189,-1.849860801,0.416777594,-4.438484285,9.06E-06,0.00059461,44down
"gene_id ""PDENDC454_26653""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_26653""; ",2275.444363,-1.190852915,0.356306513,-3.342214839,0.000831127,0.021402516,44down
"gene_id ""PDENDC454_26453""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_26453""; ",59.2109253,-2.485530646,0.63999786,-3.883654622,0.000102898,0.004102202,44down
"gene_id ""PDENDC454_26473""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_26473""; ",149.1058038,-1.763921609,0.414051233,-4.260153018,2.04E-05,0.001169652,44down
"gene_id ""PDENDC454_26478""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_26478""; ",315.6662122,-1.212447291,0.347936767,-3.484677122,0.000492731,0.014394367,44down
"gene_id ""PDENDC454_26483""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_26483""; ",406.1113864,-2.249958662,0.323626163,-6.952338588,3.59E-12,4.83E-09,44down
"gene_id ""PDENDC454_26238""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_26238""; ",78.01595624,-1.701123454,0.533436574,-3.188989162,0.001427712,0.03073579,44down
"gene_id ""PDENDC454_25791""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_25791""; ",52.9797688,-1.50551539,0.48697241,-3.091582518,0.001990926,0.037997042,44down
"gene_id ""PDENDC454_25436""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_25436""; ",1324.676677,-1.172630348,0.313066226,-3.745630322,0.000179941,0.006456298,44down
"gene_id ""PDENDC454_25351""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_25351""; ",127.7324818,-1.411188786,0.41137186,-3.430445597,0.000602591,0.016631506,44down
"gene_id ""PDENDC454_25169""; transcript_id """"; gbkey ""Gene""; gene ""anmK""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_25169""; ",182.2727347,-1.054656156,0.343042008,-3.074422758,0.002109103,0.039968993,44down
"gene_id ""PDENDC454_25059""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_25059""; ",230.8640602,-1.147320187,0.331820409,-3.457654063,0.000544901,0.015354214,44down
"gene_id ""PDENDC454_24408""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_24408""; ",31.09257971,-2.263326843,0.719497563,-3.145704666,0.001656872,0.033853308,44down
"gene_id ""PDENDC454_24443""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_24443""; ",29.25321869,-2.265240107,0.752259757,-3.011247228,0.002601769,0.046447153,44down
"gene_id ""PDENDC454_24453""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_24453""; ",3945.93873,-1.254618351,0.231608372,-5.416981868,6.06E-08,1.21E-05,44down
"gene_id ""PDENDC454_24458""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_24458""; ",281.2489939,-1.543236028,0.385632201,-4.001833929,6.29E-05,0.00294154,44down
"gene_id ""PDENDC454_24218""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_24218""; ",76.65090936,-2.945438382,0.931439325,-3.162243962,0.001565583,0.03228341,44down
"gene_id ""PDENDC454_24178""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_24178""; partial ""true""; ",935.7425484,-1.548443814,0.319417879,-4.847705509,1.25E-06,0.000131804,44down
"gene_id ""PDENDC454_23953""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_23953""; ",992.3667251,-1.197592788,0.323981236,-3.696488119,0.000218602,0.007590442,44down
"gene_id ""PDENDC454_23816""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_23816""; ",530.7304846,-1.420201315,0.281643768,-5.042544788,4.59E-07,5.62E-05,44down
"gene_id ""PDENDC454_23234""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_23234""; ",61.52027001,-1.241435304,0.411405362,-3.017547701,0.002548289,0.046023131,44down
"gene_id ""PDENDC454_23004""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_23004""; ",699.1553567,-2.048990582,0.481841037,-4.252420252,2.11E-05,0.001198048,44down
"gene_id ""PDENDC454_23009""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_23009""; ",418.0685679,-1.807074003,0.43326676,-4.17081154,3.04E-05,0.001633527,44down
"gene_id ""PDENDC454_23014""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_23014""; ",1135.661823,-1.632979173,0.41404487,-3.943966683,8.01E-05,0.003535568,44down
"gene_id ""PDENDC454_23029""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_23029""; ",297.9356143,-1.225229898,0.271222623,-4.517432518,6.26E-06,0.000443264,44down
"gene_id ""PDENDC454_22849""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_22849""; ",96.76545276,-1.962436699,0.482696555,-4.065570135,4.79E-05,0.002296699,44down
"gene_id ""PDENDC454_22854""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_22854""; ",860.1301984,-1.361927177,0.437134782,-3.115577242,0.001835853,0.036120292,44down
"gene_id ""PDENDC454_22224""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_22224""; ",156.9669071,-1.810670963,0.593685679,-3.049881489,0.002289317,0.042930673,44down
"gene_id ""PDENDC454_22254""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_22254""; ",149.317413,-1.919715123,0.592283558,-3.241209546,0.001190237,0.027730966,44down
"gene_id ""PDENDC454_22259""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_22259""; ",142.6214161,-2.263827538,0.60177743,-3.761901704,0.000168626,0.006173788,44down
"gene_id ""PDENDC454_22264""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_22264""; ",162.7401225,-2.571456614,0.493367004,-5.212056329,1.87E-07,2.79E-05,44down
"gene_id ""PDENDC454_22284""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_22284""; partial ""true""; ",129.5579498,-1.947657863,0.479202739,-4.064371304,4.82E-05,0.002296699,44down
"gene_id ""PDENDC454_21949""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21949""; ",401.3660886,-1.031166994,0.327869852,-3.145049744,0.001660586,0.033853308,44down
"gene_id ""PDENDC454_21604""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21604""; ",234.3868614,-1.795242038,0.427227912,-4.202071045,2.64E-05,0.001452503,44down
"gene_id ""PDENDC454_21052""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21052""; ",231.5698162,-2.149647278,0.660110357,-3.256496818,0.001127962,0.026509569,44down
"gene_id ""PDENDC454_20887""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20887""; ",433.0928666,-2.557088155,0.41725932,-6.128294887,8.88E-10,3.60E-07,44down
"gene_id ""PDENDC454_20677""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20677""; ",607.702302,-2.085980765,0.54899796,-3.799614783,0.000144921,0.005416429,44down
"gene_id ""PDENDC454_20782""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20782""; ",83.87511185,-2.340626189,0.646883376,-3.618312474,0.00029653,0.009387799,44down
"gene_id ""PDENDC454_20290""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20290""; ",1270.683964,-1.491847111,0.247066938,-6.038230452,1.56E-09,4.93E-07,44down
"gene_id ""PDENDC454_20235""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20235""; ",70.07587281,-2.207961193,0.677315287,-3.25987208,0.001114625,0.026467772,44down
"gene_id ""PDENDC454_20240""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20240""; ",172.6974857,-2.323083229,0.532803291,-4.360114269,1.30E-05,0.000786102,44down
"gene_id ""PDENDC454_20245""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20245""; ",74.45300071,-2.361484667,0.595782279,-3.963670537,7.38E-05,0.003310203,44down
"gene_id ""PDENDC454_19990""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_19990""; ",300.0773403,-1.740388662,0.456737761,-3.810476844,0.000138699,0.005220126,44down
"gene_id ""PDENDC454_19995""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_19995""; ",167.4789325,-1.831623356,0.345686578,-5.298508738,1.17E-07,2.01E-05,44down
"gene_id ""PDENDC454_20005""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20005""; ",84.90460334,-1.852224829,0.567551406,-3.263536678,0.001100309,0.026319401,44down
"gene_id ""PDENDC454_19453""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_19453""; ",1881.809384,-1.255515979,0.278343102,-4.510677548,6.46E-06,0.000451675,44down
"gene_id ""PDENDC454_19388""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_19388""; ",72.18336267,-1.737537226,0.554455123,-3.133774323,0.001725735,0.034916944,44down
"gene_id ""PDENDC454_18778""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_18778""; ",646.0721534,-2.294852371,0.428725202,-5.352734941,8.66E-08,1.67E-05,44down
