GeneID,20XA,20XB,20XD,20VB,20VC,20VD,44XC,44XD,44XE,44VA,44VC,44VE
"gene_id ""PDENDC454_28100""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_28100""; ",1099,1079,1057,611,1122,797,680,559,641,820,442,691
"gene_id ""PDENDC454_28030""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_28030""; partial ""true""; ",0,0,0,0,0,0,0,0,0,0,0,0
"gene_id ""PDENDC454_27950""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27950""; ",48,41,65,42,60,46,30,66,80,58,29,32
"gene_id ""PDENDC454_27955""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27955""; ",118,97,107,44,92,44,75,84,119,85,122,107
"gene_id ""PDENDC454_27960""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27960""; ",202,129,140,72,198,91,329,238,323,256,155,213
"gene_id ""PDENDC454_27965""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27965""; ",373,353,242,175,288,182,191,177,200,163,168,267
"gene_id ""PDENDC454_27970""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27970""; ",93,97,82,27,85,58,51,83,117,62,21,89
"gene_id ""PDENDC454_27975""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27975""; ",252,249,195,126,266,170,270,278,297,275,233,359
"gene_id ""PDENDC454_27980""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27980""; ",279,148,212,114,252,112,268,270,375,339,60,179
"gene_id ""PDENDC454_27985""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27985""; ",57,33,20,20,35,23,126,86,126,37,23,53
"gene_id ""PDENDC454_27990""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27990""; ",55,56,65,29,69,52,42,37,114,30,15,40
"gene_id ""PDENDC454_27995""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27995""; ",73,59,52,20,28,22,45,34,71,30,28,37
"gene_id ""PDENDC454_28000""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_28000""; ",26,40,18,14,25,23,47,42,33,13,5,32
"gene_id ""PDENDC454_28005""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_28005""; ",1398,1413,973,987,1450,1129,537,570,468,443,438,770
"gene_id ""PDENDC454_28010""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_28010""; ",601,485,406,321,616,420,208,235,243,215,189,271
"gene_id ""PDENDC454_28015""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_28015""; ",4458,2926,3710,2130,4521,3147,2303,2620,5065,3476,1784,1220
"gene_id ""PDENDC454_28020""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_28020""; ",11783,9045,10608,6136,12776,10289,6116,6939,12632,8821,4731,4731
"gene_id ""PDENDC454_28025""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_28025""; ",244,171,118,143,248,147,183,221,326,159,104,97
"gene_id ""PDENDC454_t27950""; transcript_id """"; gbkey ""Gene""; gene_biotype ""tRNA""; locus_tag ""PDENDC454_t27950""; ",91,105,91,34,87,104,118,104,264,177,69,66
"gene_id ""PDENDC454_27918""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27918""; ",533,617,510,340,839,436,666,526,838,321,342,449
"gene_id ""PDENDC454_27923""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27923""; ",198,216,189,126,201,99,121,144,180,133,71,200
"gene_id ""PDENDC454_27928""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27928""; ",18,33,18,14,29,33,31,39,21,28,22,60
"gene_id ""PDENDC454_27933""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27933""; ",0,13,25,0,7,6,17,24,15,37,14,22
"gene_id ""PDENDC454_27938""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27938""; ",5,4,0,11,11,10,21,33,20,19,3,32
"gene_id ""PDENDC454_27943""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27943""; ",0,0,0,0,0,0,24,0,0,3,0,13
"gene_id ""PDENDC454_27833""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27833""; ",267,182,297,126,228,141,283,151,330,309,126,98
"gene_id ""PDENDC454_27838""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27838""; ",7,22,21,7,19,19,3,3,20,8,4,33
"gene_id ""PDENDC454_27843""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27843""; ",40,30,28,22,36,46,22,18,44,34,17,42
"gene_id ""PDENDC454_27848""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27848""; ",292,173,95,155,253,195,124,144,240,153,145,88
"gene_id ""PDENDC454_27853""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27853""; ",408,393,319,192,386,247,360,392,554,469,452,315
"gene_id ""PDENDC454_27858""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27858""; ",765,596,607,342,745,397,474,637,1054,923,582,440
"gene_id ""PDENDC454_27863""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27863""; ",1214,1189,1222,977,1873,1028,545,725,1036,739,586,586
"gene_id ""PDENDC454_27868""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27868""; ",863,826,837,586,876,654,312,348,437,272,307,358
"gene_id ""PDENDC454_27873""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27873""; ",1170,1424,941,1011,1880,880,556,673,894,565,462,557
"gene_id ""PDENDC454_27878""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27878""; ",493,394,421,334,587,304,242,231,340,255,167,119
"gene_id ""PDENDC454_27883""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27883""; ",9,2,12,12,1,14,202,109,208,63,26,54
"gene_id ""PDENDC454_27888""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27888""; ",2653,2613,1884,1715,3060,1742,1004,1347,1506,1135,1210,1395
"gene_id ""PDENDC454_27893""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27893""; ",179,177,149,105,182,155,167,100,240,137,79,64
"gene_id ""PDENDC454_27898""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27898""; ",434,374,348,213,416,233,178,229,346,262,153,158
"gene_id ""PDENDC454_27903""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27903""; ",108,109,136,52,168,74,58,83,148,65,39,67
"gene_id ""PDENDC454_27908""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27908""; ",930,914,743,616,976,804,455,497,569,431,517,608
"gene_id ""PDENDC454_27913""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27913""; ",501,525,542,431,774,497,455,423,546,401,351,513
"gene_id ""PDENDC454_27738""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27738""; ",13475,13086,11366,6711,12227,8861,4770,5902,8441,6558,4400,4473
"gene_id ""PDENDC454_27743""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27743""; ",7466,6124,6264,5280,10306,6482,4921,4156,10031,5305,2834,2380
"gene_id ""PDENDC454_27748""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27748""; ",41,32,51,67,76,52,20,27,67,71,7,33
"gene_id ""PDENDC454_27753""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27753""; ",1749,2075,1674,1414,2347,1655,695,821,821,622,804,928
"gene_id ""PDENDC454_27758""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27758""; ",3617,3925,3095,3044,6653,3656,1946,1841,3664,2620,1420,1304
"gene_id ""PDENDC454_27763""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27763""; ",1451,1112,1012,701,1600,906,668,767,1267,921,461,518
"gene_id ""PDENDC454_27768""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27768""; ",569,441,435,270,518,306,307,358,356,295,254,256
"gene_id ""PDENDC454_27773""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27773""; ",1827,1791,1760,1380,2547,1938,658,891,1407,1109,972,689
"gene_id ""PDENDC454_27778""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27778""; ",4309,5114,3864,3064,4879,3337,5047,4707,4813,5250,3126,3725
"gene_id ""PDENDC454_27783""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27783""; ",270,251,283,106,263,168,140,136,235,150,91,100
"gene_id ""PDENDC454_27788""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27788""; ",1957,2020,1921,1654,3522,2006,1308,1470,1778,1192,1179,1109
"gene_id ""PDENDC454_27793""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27793""; ",986,1096,810,693,1637,886,666,659,860,484,458,549
"gene_id ""PDENDC454_27798""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27798""; ",124,149,119,91,196,158,60,115,122,91,73,146
"gene_id ""PDENDC454_27803""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27803""; ",1680,1813,1679,1193,2424,1386,1094,925,1108,1176,864,1183
"gene_id ""PDENDC454_27808""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27808""; ",449,353,450,215,483,391,190,250,324,314,155,196
"gene_id ""PDENDC454_27813""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27813""; ",276,205,208,180,357,232,161,182,160,134,69,94
"gene_id ""PDENDC454_27818""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27818""; ",3932,2454,2698,1544,3489,1856,2864,2646,4430,3924,1219,1256
"gene_id ""PDENDC454_27823""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27823""; ",399,364,454,315,506,380,314,276,394,232,225,328
"gene_id ""PDENDC454_27828""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27828""; ",869,774,792,596,1038,672,556,578,612,526,548,603
"gene_id ""PDENDC454_27633""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27633""; ",2016,995,1459,736,1279,997,1389,1623,2772,1925,861,765
"gene_id ""PDENDC454_27638""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27638""; ",3,0,2,0,6,10,36,0,44,19,19,44
"gene_id ""PDENDC454_27643""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27643""; ",83,52,68,13,37,48,60,53,152,94,46,36
"gene_id ""PDENDC454_27648""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27648""; ",348,296,286,255,430,266,203,254,325,204,187,228
"gene_id ""PDENDC454_27653""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27653""; ",53,46,47,38,84,40,24,34,36,25,20,30
"gene_id ""PDENDC454_27658""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27658""; ",14,50,25,12,53,29,44,21,64,43,12,29
"gene_id ""PDENDC454_27663""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27663""; ",1,15,4,0,13,0,29,24,10,6,4,6
"gene_id ""PDENDC454_27668""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27668""; ",53,32,55,12,44,21,449,475,576,234,214,197
"gene_id ""PDENDC454_27673""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27673""; ",0,0,0,0,4,0,0,7,9,4,0,0
"gene_id ""PDENDC454_27678""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27678""; ",109,147,137,109,117,70,81,90,67,88,82,92
"gene_id ""PDENDC454_27683""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27683""; ",50,108,47,50,84,48,37,68,55,26,46,47
"gene_id ""PDENDC454_27688""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27688""; ",42,49,99,57,82,61,41,54,46,43,35,52
"gene_id ""PDENDC454_27693""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27693""; ",152,178,146,155,210,94,80,106,71,102,68,118
"gene_id ""PDENDC454_27698""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27698""; ",259,205,264,127,254,151,142,148,203,208,148,142
"gene_id ""PDENDC454_27703""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27703""; ",263,185,256,154,155,140,132,116,127,93,73,210
"gene_id ""PDENDC454_27708""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27708""; ",103,43,109,35,62,28,56,50,26,28,28,39
"gene_id ""PDENDC454_27713""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27713""; ",54,29,102,35,65,34,59,19,45,30,30,30
"gene_id ""PDENDC454_27718""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27718""; ",80,51,133,39,60,52,69,63,33,55,32,57
"gene_id ""PDENDC454_27723""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27723""; ",71,55,148,14,40,43,21,29,35,41,27,52
"gene_id ""PDENDC454_27728""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27728""; ",579,603,595,362,608,347,472,357,815,449,362,369
"gene_id ""PDENDC454_27733""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27733""; ",1493,1672,1474,1079,1597,931,1012,893,938,817,954,1522
"gene_id ""PDENDC454_27608""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27608""; ",487,547,379,451,703,524,255,351,350,212,201,218
"gene_id ""PDENDC454_27613""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27613""; ",850,1049,992,820,1133,791,548,547,590,312,366,350
"gene_id ""PDENDC454_27618""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27618""; ",738,888,741,517,718,620,377,393,414,217,256,294
"gene_id ""PDENDC454_27623""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27623""; ",991,1132,1147,510,731,722,574,648,785,605,277,360
"gene_id ""PDENDC454_27628""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27628""; partial ""true""; ",12012,13295,12065,6142,11382,6826,9099,8941,15069,6982,8703,6878
"gene_id ""PDENDC454_27508""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27508""; partial ""true""; ",116,74,118,38,95,56,49,80,87,102,75,81
"gene_id ""PDENDC454_27513""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27513""; ",29,18,24,13,40,10,86,27,33,26,11,21
"gene_id ""PDENDC454_27518""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27518""; ",38,18,24,9,33,19,32,28,52,36,3,36
"gene_id ""PDENDC454_27523""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27523""; ",30,45,33,21,46,7,18,24,45,41,27,33
"gene_id ""PDENDC454_27528""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27528""; ",30,45,54,45,51,36,65,25,52,33,10,74
"gene_id ""PDENDC454_27533""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27533""; ",211,187,134,96,266,224,122,65,144,159,87,71
"gene_id ""PDENDC454_27538""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27538""; ",15,7,9,11,18,17,19,13,21,59,5,45
"gene_id ""PDENDC454_27543""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27543""; ",527,414,482,293,584,382,932,822,1191,701,849,900
"gene_id ""PDENDC454_27548""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27548""; ",332,249,320,123,358,222,557,445,648,407,470,471
"gene_id ""PDENDC454_27553""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27553""; ",220,129,202,57,165,193,363,442,641,303,349,360
"gene_id ""PDENDC454_27558""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27558""; ",153,138,219,104,137,106,270,288,407,223,296,291
"gene_id ""PDENDC454_27563""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27563""; ",73,79,128,34,79,54,187,246,287,217,183,184
"gene_id ""PDENDC454_27568""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27568""; ",97,85,71,50,91,104,302,259,372,285,257,276
"gene_id ""PDENDC454_27573""; transcript_id """"; gbkey ""Gene""; gene ""ectC""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27573""; ",14,14,13,2,10,23,66,40,72,37,68,70
"gene_id ""PDENDC454_27578""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27578""; ",122,107,149,50,111,84,414,500,523,295,465,371
"gene_id ""PDENDC454_27583""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27583""; ",8,16,7,3,4,8,26,10,41,42,5,29
"gene_id ""PDENDC454_27588""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27588""; ",208,259,224,222,346,211,218,286,314,176,189,262
"gene_id ""PDENDC454_27593""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27593""; ",712,776,640,607,1027,667,703,571,717,631,469,567
"gene_id ""PDENDC454_27598""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27598""; ",2340,2568,1838,1807,3105,1876,954,1049,1103,775,973,1232
"gene_id ""PDENDC454_27603""; transcript_id """"; gbkey ""Gene""; gene ""gpmA""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27603""; ",1920,1991,1921,1358,2392,1808,1630,1678,2131,1514,1686,1498
"gene_id ""PDENDC454_27408""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27408""; ",158,248,186,263,575,428,216,191,421,292,212,215
"gene_id ""PDENDC454_27413""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27413""; ",349,400,385,283,518,368,213,239,482,226,249,211
"gene_id ""PDENDC454_27418""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27418""; ",136,143,148,79,172,144,100,85,145,119,79,75
"gene_id ""PDENDC454_27423""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27423""; ",330,433,299,246,462,263,212,219,286,261,180,176
"gene_id ""PDENDC454_27428""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27428""; ",0,0,5,0,4,0,6,7,13,9,2,13
